source,target
2268,24778
2268,36307
2268,52748
2268,54278
2268,105352
2268,144166
2268,208904
2268,253536
2268,665121
2268,739215
2268,740072
2268,740090
117486,8349
117486,9483
117486,10151
117486,16767
117486,16769
117486,16770
117486,19717
117486,19720
117486,27337
117486,35267
117486,64599
117486,106746
117486,117490
127621,36392
127621,127607
127621,140244
127621,337653
127621,337657
127621,337658
127621,337661
191062,2083
191062,2194
191062,2289
191062,2974
191062,3943
191062,14561
191062,16766
191062,16767
191062,16769
191062,16770
191062,22741
191062,27334
191062,117484
191062,117486
191062,117499
191062,206146
191062,253565
191062,253567
191062,368927
191062,464759
191062,464764
191062,464778
191062,464779
191062,464782
38432,7732
38432,14553
38432,14560
38432,16770
38432,64599
38432,95851
38432,137757
38432,138905
38432,558630
38432,698953
178627,2224
178627,2242
178627,7714
178627,12350
178627,18780
178627,28814
178627,54278
178627,62202
178627,97552
178627,115273
297114,76654
297114,746150
297114,746151
297114,746153
297114,746154
297114,746155
71517,2091
71517,2289
71517,3943
71517,5205
71517,7090
71517,15373
71517,16770
71517,17855
71517,24681
71517,24683
71517,24686
71517,30078
71517,70867
71517,71512
71517,71518
71517,169323
71517,181526
472582,2146
472582,2160
472582,2169
472582,2176
472582,2188
472582,2224
472582,2229
472582,2274
472582,2280
472582,2300
472582,5205
472582,36307
472582,120382
472582,210069
472582,351092
26969,2136
26969,2147
26969,2148
26969,2152
26969,2169
26969,2174
26969,2194
26969,2195
26969,2231
26969,2239
26969,2275
26969,2288
26969,3943
26969,16770
26969,26970
26969,26973
26969,26974
26969,26975
26969,26977
26969,26978
26969,26979
26969,26981
26969,26982
26969,26983
26969,26985
26969,26989
26969,26990
26969,26991
26969,26992
26969,26993
26969,26994
26969,26997
26969,26998
582211,169
582211,2269
582211,2990
582211,23218
582211,35815
582211,35820
582211,62649
582211,62653
582211,62654
582211,62656
582211,62659
582211,62661
582211,62662
582211,62663
582211,582219
582211,587933
582211,587943
652991,2266
652991,2289
652991,29644
652991,56318
652991,56325
652991,56329
652991,159623
652991,366448
652991,652979
652991,652980
652991,652984
652991,652986
652991,652987
652991,652990
652991,652992
652991,652994
652991,652995
652991,652998
652991,652999
652991,653006
182001,2194
182001,2292
182001,77623
182001,130564
182001,149497
182001,171302
182001,239023
182001,262414
182001,365177
182001,811585
182001,839525
182001,839526
182001,839531
182001,839535
182001,839537
24887,2194
24887,2197
24887,2289
24887,3943
24887,8349
24887,14553
24887,16769
24887,16770
24887,19717
24887,24681
24887,26977
24887,27328
24887,27337
24887,60153
24887,91147
24887,117479
24887,117484
24887,117486
24887,117487
24887,117490
24887,117491
24887,117494
24887,117495
24887,117496
24887,117499
24887,117501
42221,135
42221,913
42221,2367
42221,4794
42221,4809
42221,10175
42221,11327
42221,12162
42221,12203
42221,12230
42221,12254
42221,27613
42221,51179
42221,52496
42221,54278
42221,61577
42221,70732
42221,71852
42221,71854
42221,310802
42221,310814
42221,310817
42221,310821
42221,310825
42221,310826
206146,2194
206146,2289
206146,3943
206146,16766
206146,16769
206146,17855
206146,24883
206146,34033
206146,70842
206146,79443
206146,133166
206146,159042
206146,171302
206146,253565
206146,253566
206146,360924
206146,418583
206146,464764
206146,652673
206146,784891
626993,2179
626993,2188
626993,2194
626993,2239
626993,2282
626993,2289
626993,5205
626993,37014
626993,37020
626993,70842
626993,93302
626993,389764
626993,528892
626993,528952
626993,545950
626993,794900
626993,794902
116412,893
116412,2261
116412,5205
116412,19715
116412,111785
116412,116409
116412,116410
116412,116415
116412,116416
116412,167701
116412,316795
116412,339274
116412,346523
116412,412187
116412,412189
116412,412190
116412,412198
116412,412199
466610,1452
466610,2147
466610,2194
466610,8411
466610,19720
466610,26977
466610,117723
466610,181526
466610,257187
466610,626907
466610,627037
466610,785115
466610,785116
466610,785125
466610,785127
862155,26075
862155,65939
862155,70854
862155,109755
862155,546031
862155,826812
862155,826815
206156,14553
206156,14561
206156,16770
206156,27319
206156,27323
206156,27324
206156,27325
206156,27326
206156,27327
206156,27328
206156,27329
206156,27333
206156,27334
206156,27335
206156,27336
206156,27337
1106876,1565
1106876,2129
1106876,2157
1106876,2158
1106876,2206
1106876,2289
1106876,97167
1106876,97168
1106876,119333
1107520,1246
1107520,2222
1107520,2224
1107520,2242
1107520,4740
1107520,7718
1107520,9805
1107520,10244
1107520,36307
1107520,38485
1107520,38500
1107520,38505
1107520,57288
1107520,77631
1107520,90880
1107520,105338
1107520,110332
1107520,110334
1107520,110335
1107520,110339
1107520,110342
1107520,110344
1107520,110347
1107936,2152
1107936,2159
1107936,2178
1107936,2217
1107936,2301
1107936,87718
1107936,100864
1107936,117592
1107936,117706
1107936,119323
1107936,119327
1107936,119328
1107936,119330
1107936,119332
1107936,119333
1108290,13836
1108290,127600
1108290,127602
1108290,127604
1108290,127605
1108290,127606
1108290,127607
1108290,127608
1108290,127609
1108290,127610
1108290,127611
1108290,127612
1108290,127613
1108290,127614
1108290,127615
1108290,127616
1108290,127617
1108290,127618
1108290,127619
1108290,127620
1108290,127621
1108290,127622
1108290,127623
1108290,127624
1108290,127625
1108290,127626
1108290,127627
1108290,127629
1108290,127630
1108290,127631
1108290,127632
1108290,127633
1108290,127634
1108290,127636
1108290,127637
1108290,127638
1108290,127639
1108290,127640
1108824,2132
1108824,2160
1108824,2188
1108824,2224
1108824,2239
1108824,2274
1108824,2290
1108824,2300
1108824,36307
1108824,105352
1108824,139447
1108824,139454
1108824,139457
1108824,139458
1087658,313
1087658,2289
1087658,3524
1087658,3525
1087658,3528
1087658,3625
1087658,3651
1087658,14553
1087658,14560
1087658,17467
1087658,24875
1087658,36182
1087658,36964
1087658,79209
1087658,90548
1087658,95838
1087658,95841
1087658,123845
1087658,138875
1087658,138876
1087658,138878
1087658,138879
1087658,138880
1087658,138881
1087658,138883
1087658,138884
1087658,138894
1087658,138895
1087658,138896
1087658,138897
1087658,138898
1087658,138899
1087658,138904
1087658,138905
1087658,138906
1087658,138909
1087658,138910
1087658,138911
276944,1897
276944,2175
276944,2191
276944,2209
276944,2215
276944,2244
276944,2245
276944,2278
276944,2289
276944,11832
276944,42172
276944,52740
276944,56326
276944,60486
276944,74999
276944,77030
276944,117706
276944,139676
276944,155858
276944,155859
276944,155861
276944,155876
1111016,1565
1111016,2129
1111016,2139
1111016,2205
1111016,2208
1111016,2224
1111016,24778
1111016,77032
1111511,158
1111511,2169
1111511,2194
1111511,2195
1111511,2224
1111511,2225
1111511,2270
1111511,2272
1111511,2275
1111511,2288
1111511,15338
1111511,47071
1111511,75068
1111511,77624
1111511,87712
1111511,87713
1111511,87719
1111511,97555
1111511,105147
1111511,156668
1111511,156670
1111511,199837
1111511,199840
1111511,199843
1111511,199847
1111511,199852
1111511,199858
1111511,199862
1111511,199868
95225,12198
95225,20601
95225,20602
95225,20606
95225,42204
95225,71849
95225,71861
95225,86834
95225,95238
95225,98585
95225,108409
95225,267156
95225,308246
95225,456442
95225,738473
1087665,2063
1087665,2138
1087665,24875
1087665,27337
1087665,76702
1087665,173422
1087665,514268
1115252,178
1115252,1230
1115252,2160
1115252,2224
1115252,2242
1115252,2270
1115252,2300
1115252,2367
1115252,4794
1115252,4809
1115252,11327
1115252,12215
1115252,12254
1115252,12350
1115252,15429
1115252,27619
1115252,36301
1115252,102895
1115252,115273
1115252,123313
1115252,127672
1115252,130546
1115252,217115
1115252,279988
1115252,280005
1128545,2194
1128545,2504
1128545,7090
1128545,7109
1128545,14561
1128545,19719
1128545,26985
1128545,38354
1128545,38358
1128545,60936
1128545,65929
1128545,65931
1128545,65939
1128545,65947
1128545,65950
1128545,65956
1128545,72156
1128545,72167
1128545,83164
1128545,86491
1128545,109755
1128545,112066
1128545,166919
1128545,249809
1128545,304295
1128545,358835
1128545,450676
1128545,546023
1128545,584541
1128545,584550
1128545,584561
1128545,584567
1128545,584570
1128545,584571
1128545,584572
1128545,584575
1128545,584578
1128545,584579
1152925,152
1152925,1452
1152925,2194
1152925,2289
1152925,9472
1152925,11435
1152925,14553
1152925,20792
1152925,26892
1152925,26985
1152925,28587
1152925,31201
1152925,109943
1152925,116383
1152925,122073
1152925,122075
1152925,166869
1152925,190712
1152925,244638
1152925,249791
1152925,331691
1152925,331696
1152925,331700
1152925,331701
1152925,331703
1152925,331709
1152925,331710
1152925,331713
1152925,331717
1152925,331718
1152925,331720
1152925,331721
1152925,331722
1152925,331723
826826,2197
826826,3526
826826,7090
826826,14553
826826,16770
826826,19717
826826,24894
826826,26977
826826,27323
826826,27326
826826,27328
826826,27333
826826,27336
826826,34623
826826,34628
826826,91162
826826,95841
826826,167718
826826,191081
826826,276074
826826,497149
826826,547576
826826,619354
826826,619361
826826,619363
826826,619367
826826,619374
826826,619382
62649,17108
62649,32776
62649,62656
62649,62659
62649,62661
62649,62662
62649,62663
62649,492214
62649,582211
62649,582212
62649,582213
62649,582219
1119777,178
1119777,2136
1119777,2147
1119777,2148
1119777,2152
1119777,2175
1119777,2196
1119777,2202
1119777,2209
1119777,2210
1119777,2217
1119777,2218
1119777,2231
1119777,2239
1119777,2244
1119777,2245
1119777,2278
1119777,2279
1119777,2287
1119777,2290
1119777,4006
1119777,24883
1119777,26969
1119777,26973
1119777,26974
1119777,26977
1119777,26979
1119777,26982
1119777,26985
1119777,26991
1119777,60939
1119777,276944
1119777,379051
1119777,389274
1119071,1565
1119071,2136
1119071,2152
1119071,2168
1119071,2175
1119071,2178
1119071,2195
1119071,2209
1119071,2222
1119071,2231
1119071,2236
1119071,2278
1119071,2287
1119071,26969
1119071,26975
1119071,26982
1119071,187362
1119071,241045
1119071,241059
1119071,332713
1119071,332722
1119071,364574
1119071,364577
1119071,364578
1119071,364590
1128681,23218
1128681,35815
1128681,115266
1128681,187369
1128681,187370
1128681,187389
1128681,187397
1128681,187402
1128681,531483
1128681,587875
1128681,587880
1153944,28529
1153944,115261
1153944,127600
1153944,271903
1153944,608827
1153944,608830
1116454,135
1116454,428
1116454,436
1116454,1272
1116454,1384
1116454,2367
1116454,2440
1116454,4648
1116454,4794
1116454,6131
1116454,6237
1116454,6539
1116454,8540
1116454,10775
1116454,12153
1116454,12230
1116454,12350
1116454,18771
1116454,18784
1116454,20602
1116454,20867
1116454,21043
1116454,51920
1116454,62059
1116454,71849
1116454,71861
1116454,95225
1116454,98584
1116454,98585
1116454,108409
1116454,130776
1116454,135768
1116454,144333
1116454,157805
1116454,173863
1116454,267957
1116454,308229
1116454,308232
1116454,308241
1116454,308242
1116454,308246
1116454,308251
1116454,308258
1116454,308274
681550,2145
681550,2156
681550,2157
681550,2206
681550,2239
681550,2275
681550,2289
681550,11822
681550,13839
681550,58954
681550,77631
681550,199837
681550,363167
1127008,1455
1127008,3487
1127008,7484
1127008,109755
1127008,547332
1126945,2146
1126945,37005
1126945,77624
1126945,93302
1126945,139663
1126945,139669
1126945,389762
1126945,432531
1126945,432539
1126945,545917
1126945,545918
1126945,545920
1126945,545926
294036,2063
294036,3303
294036,3434
294036,3442
294036,6960
294036,6961
294036,29644
294036,39120
294036,56523
294036,69772
294036,102479
294036,158915
294036,265125
294036,269745
294036,294042
294036,334075
294036,356056
294036,356057
294036,356059
294036,356060
294036,356069
294036,356072
1154339,305
1154339,1454
1154339,1455
1154339,2956
1154339,77811
347252,105
347252,2194
347252,2289
347252,16767
347252,19720
347252,26985
347252,34031
347252,76792
347252,76801
347252,212361
347252,785948
347252,785954
65956,2058
65956,16767
65956,26985
65956,26990
65956,60936
65956,65959
65956,76702
65956,100433
65956,112066
65956,308976
65956,315712
65956,315719
65956,504334
65956,793253
65956,793911
65956,793913
65956,793918
1137816,2152
1137816,2154
1137816,2178
1137816,2182
1137816,2209
1137816,2231
1137816,167712
1137816,276928
1137816,345178
1137816,346518
1137816,346529
1137816,528942
1137816,528972
1137816,626987
1139117,257202
1102451,1565
1102451,2127
1102451,2129
1102451,2132
1102451,2135
1102451,2136
1102451,2137
1102451,2138
1102451,2139
1102451,2140
1102451,2141
1102451,2142
1102451,2143
1102451,2144
1102451,2145
1102451,2146
1102451,2147
1102451,2148
1102451,2149
1102451,2150
1102451,2151
1102451,2152
1102451,2154
1102451,2156
1102451,2157
1102451,2158
1102451,2159
1102451,2160
1102451,2161
1102451,2162
1102451,2163
1102451,2165
1102451,2166
1102451,2167
1102451,2168
1102451,2169
1102451,2170
1102451,2171
1102451,2172
1102451,2173
1102451,2174
1102451,2175
1102451,2176
1102451,2177
1102451,2178
1102451,2179
1102451,2180
1102451,2181
1102451,2182
1102451,2183
1102451,2184
1102451,2186
1102451,2187
1102451,2188
1102451,2189
1102451,2190
1102451,2191
1102451,2192
1102451,2194
1102451,2195
1102451,2196
1102451,2197
1102451,2198
1102451,2199
1102451,2200
1102451,2201
1102451,2202
1102451,2203
1102451,2204
1102451,2205
1102451,2206
1102451,2208
1102451,2209
1102451,2210
1102451,2212
1102451,2213
1102451,2214
1102451,2215
1102451,2216
1102451,2217
1102451,2218
1102451,2219
1102451,2220
1102451,2221
1102451,2222
1102451,2224
1102451,2225
1102451,2226
1102451,2227
1102451,2228
1102451,2229
1102451,2231
1102451,2232
1102451,2233
1102451,2234
1102451,2235
1102451,2236
1102451,2239
1102451,2240
1102451,2241
1102451,2242
1102451,2243
1102451,2244
1102451,2245
1102451,2246
1102451,2247
1102451,2248
1102451,2249
1102451,2250
1102451,2252
1102451,2253
1102451,2257
1102451,2258
1102451,2259
1102451,2260
1102451,2261
1102451,2263
1102451,2266
1102451,2267
1102451,2268
1102451,2269
1102451,2270
1102451,2271
1102451,2272
1102451,2274
1102451,2275
1102451,2276
1102451,2277
1102451,2278
1102451,2279
1102451,2280
1102451,2282
1102451,2283
1102451,2284
1102451,2285
1102451,2286
1102451,2287
1102451,2288
1102451,2289
1102451,2290
1102451,2291
1102451,2292
1102451,2293
1102451,2295
1102451,2296
1102451,2297
1102451,2300
1102451,2301
1139126,14560
1139126,206156
1139126,826756
1139126,826758
1139127,14553
1139127,16770
1139127,26985
1139127,27328
1139127,34628
1139127,95858
1139127,138898
1139127,167718
1139127,826761
1139127,826769
1139127,826771
1139128,2147
1139128,2148
1139128,2159
1139128,2194
1139128,2289
1139128,3528
1139128,14553
1139128,14560
1139128,16770
1139128,26973
1139128,26977
1139128,26985
1139128,42183
1139128,70814
1139128,95838
1139128,95841
1139128,95858
1139128,123859
1139128,138894
1139128,138911
1139128,156656
1139128,206172
1139128,373051
1139128,826779
1139128,826794
1139128,826798
1139128,826800
1139132,14553
1139132,31714
1139132,50618
1139132,87923
1139132,122490
1139132,145798
1139132,187398
1139132,360933
1139132,826828
1139132,826831
1139132,826836
1152587,2194
1152587,2289
1152587,13257
1152587,19723
1152587,20059
1152587,26883
1152587,26985
1152587,27337
1152587,192112
1152587,192115
1152587,192116
1152587,192122
1152587,192123
1152587,192124
75004,178
75004,1565
75004,1897
75004,2127
75004,2129
75004,2152
75004,2178
75004,2182
75004,2191
75004,2192
75004,2194
75004,2209
75004,2210
75004,2218
75004,2222
75004,2231
75004,2239
75004,2266
75004,2287
75004,2289
75004,2292
75004,11832
75004,13853
75004,24883
75004,26993
75004,31120
75004,47020
75004,56326
75004,60479
75004,60486
75004,60498
75004,74999
75004,75007
75004,75010
75004,75012
75004,75014
75004,75016
75004,76702
75004,77026
75004,80354
75004,80359
75004,85100
75004,134650
75004,139658
75004,139676
75004,146771
75004,151019
75004,156656
75004,203185
75004,257218
75004,316800
75004,324541
282140,2059
282140,2279
282140,13246
282140,34031
282140,47955
282140,61937
282140,76702
282140,135653
282140,282137
282140,399620
282140,520578
282140,520580
282140,520585
282140,520586
282140,520588
282140,520592
282140,520594
2142,2146
2142,2160
2142,2162
2142,2224
2142,2300
2142,24883
2142,64615
2142,97540
2142,102037
2142,230557
2142,235307
2142,284116
2142,413267
2142,413270
2142,413271
2142,413275
2137,2138
2137,2143
2137,2144
2137,2147
2137,2176
2137,2189
2137,2224
2137,2226
2137,2242
2137,2257
2137,2270
2137,7463
2137,42162
2137,42183
2137,76686
2137,120374
2137,120382
2137,173423
2137,651582
2138,2143
2138,2144
2138,2189
2138,2224
2138,2266
2138,7463
2138,42183
2138,112066
2138,117723
2138,120374
2138,120382
2138,160027
2138,249811
2138,320726
2138,440295
2138,626845
2138,626846
2138,626851
2138,626852
2138,626853
2138,626856
2138,626857
2138,626858
2138,626862
282137,11263
282137,16517
282137,20259
282137,27337
282137,76801
282137,84637
282137,558628
282137,558630
282137,558631
1153712,2146
1153712,2215
1153712,2239
1153712,37005
1153712,77624
1153712,93302
1153712,139663
1153712,139669
1153712,389762
1153712,389764
1153712,432531
1153712,432539
1153712,545917
1153712,545918
1153712,545920
1153712,545926
1153712,545945
1153712,545949
1153712,545950
1153712,545953
139686,2127
139686,2239
139686,2279
139686,2289
139686,37008
139686,37009
139686,37010
139686,77030
139686,253536
139686,298687
139686,298688
139686,320728
139686,360926
139686,627330
139686,627678
364020,2197
364020,2289
364020,14553
364020,16767
364020,27328
364020,64599
364020,76792
364020,76801
364020,117499
364020,120374
364020,191080
364020,626820
364020,627045
364020,627046
364020,627056
1154438,26978
1154438,42293
1154438,89859
1154438,130416
1154438,182629
1154438,212361
1154438,402116
1154438,782494
1154438,782499
1154438,782500
1154438,782503
1154438,782504
1154438,782505
1154438,782508
1154438,782509
1154438,782510
1154438,782512
1154438,782514
1154438,782515
1154438,782516
1154438,782518
1154438,782519
1154438,782520
1154438,782522
1154438,782523
1130522,649
1130522,2197
1130522,2279
1130522,2287
1130522,10700
1130522,34628
1130522,37010
1130522,65813
1130522,79443
1130522,375171
1130522,452944
1130522,477094
1130522,627686
1130522,627689
1130522,627693
1130522,627699
1130522,627701
1130522,627704
162282,162281
162282,162284
162282,162285
42283,22742
42283,24582
42283,42282
42283,42285
42283,42286
42283,42287
42283,42290
42283,42291
42283,42293
42283,42294
42283,42295
42283,64601
42283,76582
42283,76601
42283,79445
42283,160000
42283,160008
42283,160012
42283,160025
42283,212361
42283,212363
42283,212365
42283,212366
42283,212367
42283,212368
42283,212370
42283,212371
42283,212372
42283,212374
42283,212378
42283,212383
42283,256077
42283,632260
42283,781152
42283,781153
76646,2156
76646,2161
76646,24582
76646,42290
76646,42295
76646,56322
76646,56329
76646,64601
76646,70859
76646,76562
76646,76643
76646,76654
76646,76659
76646,76664
76646,76702
76646,173421
76646,173422
76646,173423
76646,173430
76646,173431
76646,173432
76646,173441
76646,173445
76646,173447
1107202,24582
1107202,42183
1107202,104101
76643,5761
76643,22742
76643,24582
76643,42285
76643,42286
76643,42290
76643,42294
76643,42295
76643,56329
76643,70859
76643,76567
76643,76597
76643,76609
76643,76629
76643,76630
76643,76632
76643,76658
76643,76664
76643,76686
76643,76693
76643,76702
76643,76707
76643,76712
76643,76718
76643,76719
76643,130431
76643,156656
76643,160000
76643,160005
76643,160008
76643,160010
76643,160012
76643,160019
76643,160021
76643,160024
76643,160025
76643,160027
76643,160028
76643,160030
76643,160033
76643,160037
1121329,1384
1121329,7964
1121329,7967
1121329,19790
1121329,19791
1121329,19795
1121329,71904
1121329,71916
1130476,2289
1130476,3943
1130476,7090
1130476,14553
1130476,19716
1130476,19719
1130476,19720
1130476,56327
1130476,76789
1130476,115497
1130476,257202
1130476,323443
1130476,339274
1130476,426793
1130476,426798
1130476,626890
1130476,626952
1130476,626954
1130476,626965
1130476,626966
7729,2148
7729,2197
7729,3524
7729,14553
7729,14555
7729,14560
7729,16770
7729,26998
7729,27319
7729,29504
7729,34623
7729,77960
7729,91170
7729,95858
7729,123842
7729,123845
7729,123848
7729,123850
7729,123852
7729,123855
7729,123856
7729,123859
804691,2261
804691,2280
804691,5202
804691,31167
804691,109311
804691,116412
804691,122490
804691,192115
804691,316795
804691,627402
804691,804731
1139119,2148
1139119,2197
1139119,3524
1139119,14553
1139119,14555
1139119,14560
1139119,16770
1139119,26998
1139119,27319
1139119,29504
1139119,34623
1139119,77960
1139119,91170
1139119,95858
1139119,123842
1139119,123845
1139119,123848
1139119,123850
1139119,123852
1139119,123855
1139119,123856
1139119,123859
1897,1565
1897,1566
1897,1891
1897,1896
1897,1898
1897,2123
1897,2129
1897,2176
1897,4122
1897,4130
1897,7352
1897,8277
1897,10259
1897,16373
1897,17138
1897,24778
1897,52102
1897,68669
1897,78800
1897,78805
1897,87789
1897,134154
1897,166566
1897,170399
1897,205961
1897,213780
1897,251371
1897,251380
1897,338604
1897,556359
1897,573491
1897,573493
1897,573502
1897,573504
2148,2147
2148,2194
2148,2224
2148,2239
2148,2242
2148,2246
2148,3943
2148,16770
2148,19717
2148,26977
2148,26978
2148,26985
2148,64998
2148,202769
2148,257187
2148,258452
2148,258454
2148,330806
2148,681124
2148,707113
2174,178
2174,2136
2174,2147
2174,2148
2174,2152
2174,2168
2174,2175
2174,2202
2174,2209
2174,2218
2174,2231
2174,2245
2174,2278
2174,26977
2174,26985
2174,60936
2174,60939
582174,103
582174,148
582174,305
582174,1461
582174,1766
582174,2054
582174,4393
582174,5776
582174,7088
582174,7107
582174,7141
582174,7375
582174,7483
582174,12147
582174,13008
582174,13009
582174,13010
582174,19560
582174,20445
582174,20448
582174,20454
582174,20458
582174,20462
582174,30405
582174,30408
582174,30417
582174,30419
70814,2063
70814,2289
70814,24875
70814,70871
70814,76789
70814,122490
70814,425714
70814,425716
86494,305
86494,2075
86494,2078
86494,7109
86494,38341
86494,65931
86494,65939
86494,72156
86494,72167
86494,92393
86494,109755
86494,109759
86494,340386
86494,340389
120375,2140
120375,2141
120375,2239
120375,2282
120375,2974
120375,17657
120375,17661
120375,22489
2244,1565
2244,2175
2244,2182
2244,2191
2244,2209
2244,2218
2244,2239
2244,2245
2244,2266
2244,2278
2244,2289
2244,2292
2244,13853
2244,37005
2244,56326
2244,60939
2244,74999
2244,75007
2244,75014
2244,80359
2244,125110
2244,139658
2244,139669
2244,139682
2244,155858
2244,155859
2244,268223
2244,276944
2244,338786
2244,338792
2244,338793
2244,338795
2244,338810
2244,338813
116410,1452
116410,2063
116410,2138
116410,5205
116410,19715
116410,19727
116410,93305
116410,112066
116410,116411
116410,116412
116410,138884
116410,156656
116410,167701
116410,167704
116410,167719
116410,178483
116410,192123
116410,199847
116410,339274
116410,346518
116410,466610
116410,472308
116410,472315
116410,472316
116410,472317
116410,472318
116410,472319
116410,626965
116410,627474
116410,804308
116410,954296
116410,1082159
116410,1082164
116410,1082174
116410,1082175
116410,1082178
116410,1082179
116410,1082180
123312,1573
123312,2176
123312,2187
123312,2242
123312,2258
123312,7713
123312,36301
123312,36302
123312,36307
123312,36308
123312,115261
123312,115264
123312,115265
123312,115266
123312,115267
123312,115273
123312,115275
123312,115279
226879,1565
226879,1897
226879,2127
226879,2165
226879,2205
226879,2249
226879,4795
226879,13839
226879,17582
226879,20010
226879,21151
226879,57320
226879,58954
226879,112947
226879,187393
226879,208904
226879,253529
226879,253536
226879,253539
741898,1455
741898,2057
741898,2289
741898,2956
741898,7484
741898,47943
741898,47944
741898,47946
741898,47950
741898,47952
741898,47960
741898,47961
741898,73797
741898,73818
741898,122490
741898,192123
741898,492963
741898,566100
741898,566285
741898,596799
741898,652655
407057,2129
407057,2194
407057,2224
407057,2246
407057,2248
407057,2257
407057,2274
407057,2277
407057,2289
407057,2290
407057,4740
407057,5708
407057,7714
407057,14278
407057,16238
407057,28806
407057,28814
407057,28822
407057,36307
407057,56133
407057,115264
407057,407051
407057,651627
407057,651629
407057,651630
1102617,5761
1102617,5762
1102789,1452
1102789,9465
1102789,9466
1102789,9468
1102789,9469
1102789,9472
1102789,9473
1103269,19714
1103269,19715
1103269,19716
1103269,19717
1103269,19718
1103269,19719
1103269,19720
1103269,19721
1103269,19722
1103269,19723
1103269,19724
1103269,19725
1103269,19726
1103269,19727
1103990,22737
1103990,34650
1104064,2176
1104064,36301
1104064,36302
1104064,36303
1104064,36306
1104064,36307
1104064,36308
181991,178
181991,1465
181991,1895
181991,1896
181991,1897
181991,1898
181991,1902
181991,1904
181991,1913
181991,2146
181991,2149
181991,2212
181991,2266
181991,60835
181991,75335
181991,77623
181991,134154
181991,139663
181991,181990
181991,181995
181991,182001
181991,182002
181991,182009
181991,182010
181991,182011
181991,182012
181991,182013
181991,182014
181991,182015
181991,182019
181991,182020
181991,681289
1113447,1565
1113447,2205
1113447,2290
1113447,50396
1113447,240913
1113447,240917
1113447,240918
1114242,1452
1114242,1454
1114242,2147
1114242,2194
1114242,2289
1114242,3943
1114242,5205
1114242,5761
1114242,14553
1114242,22741
1114242,24582
1114242,56329
1114242,76654
1114242,76659
1114242,76717
1114242,76792
1114242,79445
1114242,109311
1114242,112632
1114242,122490
1114242,132003
1114242,133166
1114242,181526
1114242,234743
1114242,257182
1114242,257187
1114242,257189
1114242,257195
1114242,257198
1114242,257201
1114242,257202
1114242,257205
1114242,257212
1114242,257213
1114242,257214
1114242,257216
1114242,257218
1114242,257219
1120301,1652
1120301,2179
1120301,2289
1120301,79443
1120301,93302
1120301,389758
1120301,389759
1120301,389762
1120301,389764
1120301,389765
1120301,389766
1120301,389767
1120301,389769
1120301,389770
1120301,389771
1120301,389772
1120301,389773
1120301,389775
1120301,389776
1120301,389777
1123295,11367
1123295,117998
1123295,279239
1123295,454084
1115941,296021
1115941,296022
1115941,296023
1121056,36948
1121056,213827
1121056,213836
1121056,214328
1121056,214329
1121056,267763
1121056,267770
1121056,267771
1121056,267777
1121056,363150
1121056,406518
1121056,406519
1121056,406521
1121056,406522
1121056,406525
1121056,406527
1121056,406529
1121056,406530
1121056,406531
1121056,406532
546026,2203
546026,71518
546026,109755
546026,182633
546026,197604
546026,294033
546026,545928
546026,545934
546026,545935
546026,545936
1153759,178
1153759,1465
1153759,1466
1153759,1469
1153759,1470
1153759,1471
1153759,1474
1153759,1478
1153759,1479
1153759,1559
1153759,1560
1153759,1561
1153759,1565
1153759,1566
1153759,1573
1153759,1892
1153759,1894
1153759,1897
1153759,1898
1153759,1904
1153759,1912
1153759,1913
1153759,2123
1153759,2127
1153759,2129
1153759,2132
1153759,2151
1153759,4121
1153759,4122
1153759,4131
1153759,4139
1153759,4198
1153759,4455
1153759,4467
1153759,4792
1153759,4795
1153759,4801
1153759,9155
1153759,9842
1153759,9847
1153759,10821
1153759,15242
1153759,15253
1153759,15267
1153759,15338
1153759,17104
1153759,17108
1153759,17121
1153759,17138
1153759,17139
1153759,17986
1153759,21034
1153759,21145
1153759,21157
1153759,21871
1153759,21881
1153759,21891
1153759,24755
1153759,24779
1153759,28815
1153759,29434
1153759,31120
1153759,31129
1153759,31138
1153759,31151
1153759,31246
1153759,32741
1153759,32744
1153759,32751
1153759,32753
1153759,32757
1153759,32759
1153759,32760
1153759,32765
1153759,32766
1153759,32777
1153759,32778
1153759,32781
1153759,32793
1153759,32796
1153759,32797
1153759,32800
1153759,32801
1153759,32805
1153759,32807
1153759,32810
1153759,32822
1153759,47391
1153759,47392
1153759,47398
1153759,48619
1153759,50401
1153759,52792
1153759,58655
1153759,58919
1153759,58920
1153759,58933
1153759,58934
1153759,58958
1153759,58976
1153759,58982
1153759,60216
1153759,60814
1153759,61101
1153759,61129
1153759,61139
1153759,61155
1153759,61156
1153759,61165
1153759,61174
1153759,61176
1153759,77061
1153759,77077
1153759,77079
1153759,78805
1153759,87784
1153759,87812
1153759,87862
1153759,87870
1153759,87871
1153759,87887
1153759,87888
1153759,93360
1153759,94538
1153759,99105
1153759,105341
1153759,128778
1153759,140536
1153759,156375
1153759,268607
1153759,268608
1153759,268610
1153759,313415
1153759,365055
1153759,441504
1153759,464413
1153759,490535
1153759,540253
1153759,556440
1153759,557050
1153759,557085
1153759,557086
709559,36948
709559,124853
709559,214328
709559,254495
1152428,103
1152428,148
1152428,2054
1152428,2078
1152428,4393
1152428,5776
1152428,13010
1152428,19560
1152428,20445
1152428,20458
1152428,21785
1152428,38356
